Threshold,Long Window,Short Window,Precision,Recall,F1 Score,Accuracy,MCC,TP,TP_Org,FN_Org,TN,FP,FN,Raw NAB Score,Normalized NAB Score,Problem Detected,Slack Detected,Incident Detected
0.9996,30,2,0.09523809523809523,0.008273009307135471,0.015223596574690773,0.960925702204772,0.017662787595916603,6,8,959,25445,76,13,-30.247754951725483,13.600429909253538,1,5,0
