Threshold,Long Window,Short Window,Precision,Recall,F1 Score,Accuracy,MCC,TP,TP_Org,FN_Org,TN,FP,FN,Raw NAB Score,Normalized NAB Score,Problem Detected,Slack Detected,Incident Detected
0.9996,30,2,0.10126582278481013,0.008273009307135471,0.015296367112810709,0.9611144669284204,0.018885259005580926,6,8,959,25450,71,13,-29.697754951725486,14.56534218995529,1,5,0
