threshold,long_window,short_window,precision,recall,f1_score,accuracy,mcc,true_positive_windows,false_positive_alerts,false_negative_windows,raw_nab_score,normalized_nab_score,model
0.9995,50,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,20,2,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,20,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,20,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,20,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,25,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,25,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,25,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,30,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,30,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,30,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,35,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,35,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,40,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,40,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9996,50,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,20,2,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,20,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,20,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,20,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,25,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,25,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,25,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,30,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,30,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,30,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,35,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,35,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,40,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,40,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9997,50,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,20,2,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,20,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,20,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,20,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,25,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,25,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,25,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,30,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,30,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,30,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,35,3,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,35,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,35,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,40,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,40,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,50,4,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,50,5,0.0,0.0,0.0,0.9634929024463909,0.0,0,0,19,-38.0,0.0,GRU
0.9998,50,3,0.03571428571428571,0.001034126163391934,0.0020100502512562816,0.9625113258834189,-0.00013751222515770252,1,27,18,-38.08012028698769,-0.14056190699595286,GRU
0.9997,35,3,0.0,0.0,0.0,0.9634551495016611,-0.0011960463429957408,0,1,19,-38.11,-0.19298245614034987,GRU
0.999,50,5,0.0,0.0,0.0,0.9633796436122017,-0.0020716912511502808,0,3,19,-38.33,-0.5789473684210497,GRU
0.999,40,4,0.0,0.0,0.0,0.9633041377227424,-0.0026746428937191335,0,5,19,-38.55,-0.9649122807017494,GRU
0.9997,50,4,0.0,0.0,0.0,0.9633041377227424,-0.0026746428937191335,0,5,19,-38.55,-0.9649122807017494,GRU
0.9996,50,4,0.0,0.0,0.0,0.9632663847780126,-0.00292997981096898,0,6,19,-38.66,-1.1578947368420993,GRU
0.999,30,3,0.0,0.0,0.0,0.963228631833283,-0.0031647996554293066,0,7,19,-38.769999999999996,-1.3508771929824492,GRU
0.9995,35,3,0.0,0.0,0.0,0.963228631833283,-0.0031647996554293066,0,7,19,-38.769999999999996,-1.3508771929824492,GRU
0.9996,35,3,0.0,0.0,0.0,0.963228631833283,-0.0031647996554293066,0,7,19,-38.769999999999996,-1.3508771929824492,GRU
0.9998,40,3,0.0,0.0,0.0,0.963228631833283,-0.0031647996554293066,0,7,19,-38.769999999999996,-1.3508771929824492,GRU
0.9995,50,4,0.0,0.0,0.0,0.9631908788885533,-0.0033833770289647264,0,8,19,-38.879999999999995,-1.543859649122799,GRU
0.9995,40,2,0.06878306878306878,0.01344364012409514,0.022491349480968856,0.9573391724554515,0.014589072790517528,6,176,13,-40.30514547253198,-4.044114864091198,GRU
0.999,35,2,0.06280193236714976,0.01344364012409514,0.022146507666098807,0.9566596194503171,0.012442904371911279,6,194,13,-42.17893808686825,-7.3314703278390345,GRU
0.9998,50,2,0.058823529411764705,0.015511892450879007,0.024549918166939442,0.9549984898822108,0.011731619118614686,6,240,13,-46.99472938025982,-15.780226982911964,GRU
0.9997,50,2,0.06209150326797386,0.01964839710444674,0.029850746268656716,0.9533751132588342,0.014747612722712166,6,287,13,-52.16323293017452,-24.84777707048162,GRU
0.9996,50,2,0.06363636363636363,0.02171664943123061,0.032382420971472634,0.9526200543642405,0.016247248921722888,6,309,13,-54.57623429196888,-29.08111279292786,GRU
0.999,40,2,0.056451612903225805,0.02171664943123061,0.031366691560866314,0.9510344306855935,0.012691960574401265,7,351,12,-56.28145276973233,-32.07272415742514,GRU
0.9995,50,2,0.06388888888888888,0.023784901758014478,0.0346646571213263,0.9516384778012685,0.0171374858887411,6,337,13,-57.49929644226058,-34.20929200396593,GRU
0.9998,25,1,0.05989110707803993,0.03412616339193381,0.043478260869565216,0.9451827242524917,0.018172806175642375,12,518,7,-61.17840160888599,-40.663862471729814,GRU
0.9998,20,1,0.054924242424242424,0.02998965873836608,0.03879598662207358,0.9457490184234371,0.014004706397066932,11,499,8,-61.30220153601552,-40.88105532634302,GRU
0.9997,20,1,0.052083333333333336,0.031023784901758014,0.0388852883992223,0.9440123829658713,0.012382558079621237,11,546,8,-66.44134191953299,-49.89709108689998,GRU
0.9997,25,1,0.054635761589403975,0.03412616339193381,0.042011457670273714,0.9431818181818182,0.014765755106883464,12,571,7,-67.00817589430203,-50.89153665667022,GRU
0.999,50,2,0.0650759219088937,0.031023784901758014,0.04201680672268908,0.9483539716097855,0.02027299263294003,6,431,13,-67.71960770547888,-52.139662641191016,GRU
0.9998,40,1,0.05457746478873239,0.03205791106514995,0.040390879478827364,0.9443899124131683,0.014262995158852978,10,537,9,-69.05355280889003,-54.479917208579,GRU
0.9998,30,1,0.05604203152364273,0.033092037228541885,0.04161248374512354,0.9443521594684385,0.015460542334712434,10,539,9,-69.46507702799595,-55.2018895227999,GRU
0.9998,35,1,0.05363321799307959,0.03205791106514995,0.040129449838187704,0.9440123829658713,0.013638804164763324,10,547,9,-70.22881387491071,-56.54177872791353,GRU
0.9996,25,1,0.053125,0.03516028955532575,0.04231487243310516,0.9418982180610087,0.013942472821759554,12,606,7,-70.82803785783598,-57.593048873396455,GRU
0.9996,20,1,0.04983922829581994,0.03205791106514995,0.03901825047199497,0.942351253397765,0.01102344162465268,11,591,8,-71.32221676634926,-58.46002941464782,GRU
0.9997,40,1,0.05490848585690516,0.03412616339193381,0.042091836734693876,0.9432950770160072,0.01494975415758148,10,568,9,-72.46354911868426,-60.46236687488466,GRU
0.9998,50,1,0.053763440860215055,0.031023784901758014,0.03934426229508197,0.9446919359710058,0.013497449158976691,8,528,11,-73.02138325773893,-61.44102325919111,GRU
0.9997,35,1,0.05245901639344262,0.033092037228541885,0.040583386176284084,0.9428797946239806,0.013058689075685269,10,578,9,-73.52993862841878,-62.33322566389259,GRU
0.9995,20,1,0.04821150855365474,0.03205791106514995,0.03850931677018634,0.9415584415584416,0.009843597986711897,11,612,8,-73.61121790590875,-62.475820887559195,GRU
0.9995,25,1,0.05473372781065089,0.038262668045501554,0.04503956177723677,0.9407656297191181,0.015727365881070973,12,639,7,-74.45608607105208,-63.95804573868787,GRU
0.9997,30,1,0.05305466237942122,0.03412616339193381,0.04153555695405916,0.9425022651766838,0.01368206766154525,10,589,9,-74.96507702799589,-64.85101232981735,GRU
0.9996,40,1,0.054945054945054944,0.03619441571871768,0.043640897755610975,0.9420869827846572,0.015432309914263044,10,602,9,-76.18615782103232,-66.99325933514443,GRU
0.9996,35,1,0.05287713841368585,0.03516028955532575,0.04223602484472049,0.9417849592268197,0.01376746777364661,10,609,9,-76.84800019020713,-68.154386298609,GRU
0.9997,50,1,0.05218855218855219,0.03205791106514995,0.03971812940422806,0.9434083358501963,0.012663888660840276,8,563,11,-76.85708133715525,-68.17031813536009,GRU
0.9996,30,1,0.0514820592823713,0.03412616339193381,0.041044776119402986,0.9417849592268197,0.0125740954116131,10,608,9,-76.91159491504014,-68.2659559912985,GRU
0.9995,30,1,0.04969879518072289,0.03412616339193381,0.04046597179644389,0.9409166414980369,0.011278726310381338,10,631,9,-79.34140485967566,-72.52878045557134,GRU
0.9996,50,1,0.050080775444264945,0.03205791106514995,0.039092055485498114,0.942464512231954,0.011195413274224153,8,588,11,-79.57340327942738,-72.93579522706558,GRU
0.9995,35,1,0.05067064083457526,0.03516028955532575,0.04151404151404152,0.9407278767743884,0.012174955251361783,10,637,9,-79.9028605638903,-73.51379046296543,GRU
0.9995,40,1,0.05349182763744428,0.03722854188210962,0.04390243902439024,0.9408033826638478,0.014622350976308575,10,637,9,-79.95451650008997,-73.60441491243854,GRU
0.9995,50,1,0.04938271604938271,0.033092037228541885,0.03962848297213622,0.9414451827242525,0.010871674355427621,8,616,11,-82.65340276776791,-78.33930310134721,GRU
0.999,20,1,0.05242463958060288,0.04136504653567735,0.046242774566473986,0.9377076411960132,0.014616643996616854,12,723,7,-83.36522720290888,-79.58811789984014,GRU
0.999,25,1,0.04915912031047866,0.03929679420889348,0.04367816091954023,0.9371790999697976,0.011696166282975895,12,735,7,-84.86739714408753,-82.22350376155708,GRU
0.999,50,1,0.049597855227882036,0.038262668045501554,0.04319906596614127,0.9381229235880398,0.01188228982814093,9,709,10,-89.9183858907112,-91.08488752756352,GRU
0.999,35,1,0.050518134715025906,0.04033092037228542,0.044853364002300174,0.9372923588039868,0.012943875096600074,10,733,9,-90.409967968614,-91.9473122256386,GRU
0.999,30,1,0.04657179818887452,0.03722854188210962,0.041379310344827586,0.9370280881908789,0.009304315561282145,10,737,9,-90.87193800457571,-92.75778597293984,GRU
0.999,40,1,0.05102040816326531,0.04136504653567735,0.045688178183894916,0.9369148293566898,0.013514850689186515,10,744,9,-91.57946526833626,-93.99906187427415,GRU
